Date,MSCI Emerging Markets
2003-04-14,0.0
2003-04-15,0.01188126118480537
2003-04-16,0.011545947150806368
2003-04-17,0.007158046441336774
2003-04-21,-0.00038407784044780513
2003-04-22,0.003362650037029402
2003-04-23,0.004692133774253149
2003-04-24,-0.01972933958047185
2003-04-25,-0.016529113309373455
2003-04-28,0.01651015696808167
2003-04-29,0.028496259884236208
2003-04-30,-0.002836463606100237
2003-05-01,-0.0038880932968173854
2003-05-02,0.015327620980650103
2003-05-05,0.010782609551587496
2003-05-06,0.005102296072794443
2003-05-07,-0.0018459011916336365
2003-05-08,-0.008784594345269237
2003-05-09,0.011753943207625683
2003-05-12,0.013922203277609624
2003-05-13,-0.005637503439575697
2003-05-14,-0.005029790957188474
2003-05-15,0.002021773473929178
2003-05-16,0.0007336905513404268
2003-05-19,-0.02383127975218946
2003-05-20,0.004976614900137788
2003-05-21,0.0008406948280839099
2003-05-22,0.009055695094286165
2003-05-23,0.01026905126774147
2003-05-27,0.03580589413253854
2003-05-28,0.004332177877075072
2003-05-29,0.0013204305174121522
2003-05-30,0.011604373373989452
2003-06-02,0.007212755592169273
2003-06-03,-0.007592475660635034
2003-06-04,0.012867077881969724
2003-06-05,0.0010300719045381879
2003-06-06,0.009346511587608575
2003-06-09,-0.008580159037170687
2003-06-10,0.010282613897439674
2003-06-11,0.0008482188072849173
2003-06-12,0.0075426493975812026
2003-06-13,-0.0003370802514790494
2003-06-16,0.010770331307924819
2003-06-17,0.020561351819965656
2003-06-18,-0.0036710295954685
2003-06-19,0.0
2003-06-20,0.0
2003-06-23,-0.02455980151655701
2003-06-24,-0.007385378450672997
2003-06-25,0.00828578209321762
2003-06-26,0.010817501849775812
2003-06-27,-0.004645492822526909
2003-06-30,-0.0006668329100688597
2003-07-01,0.010842471968474099
2003-07-02,0.023514885788428863
2003-07-03,0.0028214247179316754
2003-07-07,0.02475893592144862
2003-07-08,0.002823742162447962
2003-07-09,-0.002346492578678361
2003-07-10,-0.01756343537729932
2003-07-11,0.008379941216728914
2003-07-14,0.017570476116490763
2003-07-15,-0.012600746777450378
2003-07-16,0.0007882682204074509
2003-07-17,-0.026131589781365427
2003-07-18,0.013335677875217167
2003-07-21,-0.013239929023665109
2003-07-22,0.011962478641271979
2003-07-23,-0.006389571759398804
2003-07-24,0.004823074810138106
2003-07-25,0.016400030443717073
2003-07-28,0.005509193453665295
2003-07-29,-0.00563555163672802
2003-07-30,-0.007321129110000157
2003-07-31,0.004757637204954035
2003-08-01,0.0022102838424533644
2003-08-04,-0.004410095134045222
2003-08-05,-0.010757643746042045
2003-08-06,-0.004478115594519716
2003-08-07,0.007309170744766558
2003-08-08,0.006697905842377283
2003-08-11,0.004356602604565385
2003-08-12,0.003943104710117273
2003-08-13,0.014139918520126527
2003-08-14,0.013167933461120773
2003-08-15,-0.009938635202849322
2003-08-18,0.02131293672794432
2003-08-19,0.004914559255293494
2003-08-20,0.00015056425559145659
2003-08-21,0.01835511645453125
2003-08-22,0.005097309720890619
2003-08-25,-0.007790626596765993
2003-08-26,-0.012222298255920916
2003-08-27,0.011623489054176428
2003-08-28,0.006968337429551497
2003-08-29,0.007214072846882358
2003-09-02,0.01483715242148187
2003-09-03,0.00792233113941676
2003-09-04,0.0035726016279145068
2003-09-05,-0.0009253342868212888
2003-09-08,0.018956529139162903
2003-09-09,-0.017345324809319274
2003-09-10,-0.016654668249685645
2003-09-11,-0.0011578885682081985
2003-09-12,0.00710115651128107
2003-09-15,-0.014750166058689618
2003-09-16,0.020594611512850136
2003-09-17,-0.004293688802352147
2003-09-18,0.011498770757321086
2003-09-19,-0.0046181138509479025
2003-09-22,-0.016345634192510783
2003-09-23,0.002467154752591405
2003-09-24,0.0018095750656874632
2003-09-25,-0.014811978112697521
2003-09-26,-0.006967373566941881
2003-09-29,0.007090010776948263
2003-09-30,-0.003153545929996282
2003-10-01,0.026263412991602175
2003-10-02,0.01433735418025539
2003-10-03,0.0098935573637422
2003-10-06,0.003848992406975116
2003-10-07,-0.0010457585216238074
2003-10-08,0.007466796381726315
2003-10-09,0.01683193227052171
2003-10-10,0.01226147796174315
2003-10-13,0.01514114988212456
2003-10-14,-0.019091745688236017
2003-10-15,0.012097307716729455
2003-10-16,-0.000267072298784532
2003-10-17,-0.006077956161797848
2003-10-20,0.005577569091320234
2003-10-21,0.0050117086900367536
2003-10-22,-0.014695156390385322
2003-10-23,-0.014711618988311526
2003-10-24,-0.005274083362873494
2003-10-27,0.011499243184321939
2003-10-28,0.013682735861132667
2003-10-29,0.008327117039196308
2003-10-30,-0.0035961986862850237
2003-10-31,-0.008020814631007234
2003-11-03,0.02385239868842537
2003-11-04,0.0027643611411136693
2003-11-05,0.0013124875178045503
2003-11-06,-0.007144111021633814
2003-11-07,0.0010560724120378673
2003-11-10,-0.013782475057994126
2003-11-11,-0.0128386985705784
2003-11-12,0.017815226589110278
2003-11-13,0.007719234387066676
2003-11-14,-0.005084521911428719
2003-11-17,-0.019515843737018757
2003-11-18,0.0019635024149782243
2003-11-19,-0.006486490512317311
2003-11-20,-0.012921940928270037
2003-11-21,0.008681382913078961
2003-11-24,0.010860490834740943
2003-11-25,0.003446520193031377
2003-11-26,0.009158387472727014
2003-11-28,0.008941387777146703
2003-12-01,0.028637669869478355
2003-12-02,-0.004436419781731038
2003-12-03,-0.0034876109428592095
2003-12-04,-0.0068696866084994035
2003-12-05,-0.0018925593840708466
2003-12-08,0.0019615234936687376
2003-12-09,-0.004176185859279813
2003-12-10,-0.003997135984911915
2003-12-11,0.01822375772240492
2003-12-12,0.0045873337022643845
2003-12-15,0.000771825182144914
2003-12-16,-0.00417737596796941
2003-12-17,-0.011616384583223005
2003-12-18,0.016128035852341904
2003-12-19,0.002441224799862418
2003-12-22,0.014120769888566365
2003-12-23,0.00273016859941988
2003-12-24,0.0032293135208549817
2003-12-26,0.0025245741543566957
2003-12-29,0.015109711608339182
